31.25,5,-3.03418372573058,-0.0110260163363197,3355954
31.25,5,-3.03418372573022,-0.0110260163363199,3355955
25,5,-3.04085252968868,0.0158673292992535,3356212
29.375,5,-3.0509765247632,-0.006972028672754,3422520
25.625,5,-3.04929342601613,0.0112074122331714,3499106
27.5,5,-3.05883419227239,-0.000388348515075728,3617331
28.125,5,-3.05766280855289,-0.00325802529446319,3682608
26.875,5,-3.05803214387687,0.00303887597390933,3749940
30.625,5,-3.040672313506,-0.00970679618166484,3761250
33.125,5,-3.01049157153277,-0.0140344774525323,6435429
30,5,-3.04627629505359,-0.00819103654212356,6436145
28.75,5,-3.05489958168127,-0.00546741066757672,6436148
26.25,5,-3.05494019309038,0.00692528004936364,6501682
32.5,5,-3.01899902144657,-0.0131690932595662,6501683
31.875,5,-3.02692568980286,-0.0121728492059912,6513509
